station,latitude,longitude,river,RPI,DO(Electrode),BOD5,SS,NH3-N,pH,temperature,RPI_unit,DO(Electrode)_unit,BOD5_unit,SS_unit,NH3-N_unit,pH_unit,temperature_unit
21VASWCB-3-DPR001.70,38.4303,-77.6297,Rt. # 17  (Marsh Rd),,,,1.17,.25,6.54,5.55,,,,mg/L,mg/L,,deg C
21VASWCB-3-ENT000.65,38.3756,-78.4609,Rt. # 643  (Entry Run Rd),,,,,.25,7.06,13.93,,,,,mg/L,,deg C
21VASWCB-3-FAL000.13,38.3233,-77.4707,Washington St.,,,,,.48,7.5,4.55,,,,,mg/L,,deg C
21VASWCB-3-FIK001.08,38.4497,-78.3044,Rt. # 650  (Oak Grove Rd),,,,,.26,7.57,17.35,,,,,mg/L,,deg C
21VASWCB-3-FIR002.35,38.8251,-78.0478,Rt. # 635  (Hume Rd),,,,,,8.43,12.86,,,,,,,deg C
21VASWCB-3-HAL000.57,38.2919,-77.4575,Rt. # 17/2  (Dixon St),,,,,.82,7.54,4.02,,,,,mg/L,,deg C
21VASWCB-3-HAL002.61,38.2879,-77.4869,Rt. # 1 (Jefferson Davis Blvd),,,,,.61,7.55,3.65,,,,,mg/L,,deg C
21VASWCB-3-HAL002.72,38.2877,-77.4889,Upstream from Rt. # 1,,,,,,7.57,16.7,,,,,,,deg C
21VASWCB-3-HAZ005.98,38.5792,-77.9172,Rt. # 625  (Ryland Chapel Rd),,,,4,.58,7.36,5.38,,,,mg/L,mg/L,,deg C
21VASWCB-3-HAZ013.17,38.6038,-78.0039,0.06 miles downstream from Rt. 640,,,,,,7.31,14.24,,,,,,,deg C
21VASWCB-3-HAZ018.29,38.5983,-78.0619,Rt. # 729  (Eggbornsville Rd),,,,2,.51,7.39,5.41,,,,mg/L,mg/L,,deg C
21VASWCB-3-HAZ026.16,38.5322,-78.1206,Rt. # 522  (Sperryville Pike),,,,,,7.38,14.22,,,,,,,deg C
21VASWCB-3-HAZ039.26,38.5835,-78.221,Rt. # 618  (Hawlin Rd),,,,,.26,7.35,14.93,,,,,mg/L,,deg C
21VASWCB-3-HOK011.45,37.9272,-76.9544,Hoskins Creek at Rt. 717,,,,7,1.1,6.55,9.03,,,,mg/L,mg/L,,deg C
21VASWCB-3-HUE000.20,38.5222,-78.1717,Rt. # 644  (Reva Rd),,,,1.17,.045,7.84,6.15,,,,mg/L,mg/L,,deg C
21VASWCB-3-LAN000.21,37.798,-76.6438,Lancaster Creek near mouth,,,,14,.337,7.86,26.83,,,,mg/L,mg/L,,deg C
21VASWCB-3-LDR000.70,38.3894,-78.2189,Rt. # 680  (Gate Rd),,,,,2.52,7.61,18.36,,,,,mg/L,,deg C
21VASWCB-3-LIA002.27,38.2908,-77.4098,Rt. 682 (Colebrooke Rd),,,,,1.1,7.64,3.88,,,,,mg/L,,deg C
21VASWCB-3-MAH004.18,38.5082,-77.7641,Rt. # 668 (Savannah Branch Rd),,,,,,7.91,8.78,,,,,,,deg C
21VASWCB-3-MAP002.61,38.2289,-77.4275,Rt. # 609  (Jim Morris Rd),,,,.28,.4,7.41,3.3,,,,mg/L,mg/L,,deg C
21VASWCB-3-MAP009.42,38.2356,-77.5267,Rt. # 639 (Leavells Rd),,,,2.06,.5,7.69,3.16,,,,mg/L,mg/L,,deg C
21VASWCB-3-MIN002.14,38.313,-77.594,Rt. # 620 (Spotswood Furnace Rd),,,,,,7.64,10.67,,,,,,,deg C
21VASWCB-3-MLR001.11,38.6374,-78.0954,Rt. 618,,,,,.5,7.37,15.33,,,,,mg/L,,deg C
21VASWCB-3-MTN000.59,38.4558,-77.7708,Rt. # 620  (Edwards Shop Rd),,,,5,1.28,7.38,7.27,,,,mg/L,mg/L,,deg C
21VASWCB-3-MTR003.51,38.3534,-77.8938,Rt. # 611  (Raccoon Ford Rd),,,,6,.94,7.57,7.42,,,,mg/L,mg/L,,deg C
21VASWCB-3-MUU000.82,38.5619,-77.9247,Rt. # 625 (Mt. Zion Church Rd),,,,,.94,8.02,9.97,,,,,mg/L,,deg C
21VASWCB-3-MUU010.72,38.5431,-78.0433,Rt. # 729  (Eggbornsville Rd),,,,,.61,8.02,10.66,,,,,mg/L,,deg C
21VASWCB-3-MUY003.63,38.2842,-77.3402,Rt. # 602  (Chapel Green Rd),,,,,1.1,7.6,4.3,,,,,mg/L,,deg C
21VASWCB-3-NOR001.00,37.7325,-76.3919,Norris Prong at Rt. 3,,,,,,6.87,5.85,,,,,,,deg C
21VASWCB-3-PEE004.46,38.1208,-76.9753,Peedee Creek at Rt. 640,,,,43,1.73,6.21,7.34,,,,mg/L,mg/L,,deg C
21VASWCB-3-PIS009.24,37.8772,-76.9,PISCATAWAY CREEK  RT 691 BRIDGE (ESSEX,,,,10,1.51,7.65,9.84,,,,mg/L,mg/L,,deg C
21VASWCB-3-PIY003.27,38.703,-78.2687,~1.6 RM US of Rt. 653 (Sycamore Ridge),,,,,,7.22,9.83,,,,,,,deg C
21VASWCB-3-PRR000.54,37.7268,-76.6222,"PARROTTS CREEK, RT. 608 BOAT RAMP",,,,,,8.12,6.23,,,,,,,deg C
21VASWCB-3-RAP006.53,38.3597,-77.6861,Rt. # 610  (Eleys Ford Rd),,,,4,1.03,7.73,7.86,,,,mg/L,mg/L,,deg C
21VASWCB-3-RAP030.21,38.359,-77.9731,Rt. # 522  (Zachary Taylor Hwy),,,,30.8,1.26,7.17,3.84,,,,%,mg/L,,deg C
21VASWCB-3-RAP045.08,38.2803,-78.1403,Rt. # 15  (James Madison Hwy),,,,4,.98,7.56,7.51,,,,mg/L,mg/L,,deg C
21VASWCB-3-RAP066.54,38.2797,-78.3411,Rt. # 29  (Seminole Trail),,,,1.83,.74,7.18,5.71,,,,mg/L,mg/L,,deg C
21VASWCB-3-RAP077.28,38.3702,-78.3646,Rt. # 662  (Graves Mill Rd),,,,3,.33,7.37,7.31,,,,mg/L,mg/L,,deg C
21VASWCB-3-RAP088.21,38.4871,-78.4067,Just US of clearing at park boundary,,,,,,7.4,11.03,,,,,,,deg C
21VASWCB-3-ROB001.90,38.3251,-78.0946,Rt. # 614 (Locust Dale Rd),,,,8,.045,7.09,9.32,,,,mg/L,mg/L,,deg C
21VASWCB-3-ROB017.24,38.4116,-78.2401,Rt. # 638 (Hebron Church Rd),,,,1.17,.7,6.97,6.81,,,,mg/L,mg/L,,deg C
21VASWCB-3-ROE002.83,38.4967,-78.3525,Rt. # 648  (Finks Hollow Ln),,,,,.27,7.28,14.89,,,,,mg/L,,deg C
21VASWCB-3-RPP010.60,37.6333,-76.4633,Rappahannock River off Orchard Point,,,,2,.1,8.15,7.16,,,,mg/L,mg/L,,deg C
21VASWCB-3-RPP017.72,37.6703,-76.5544,"RAPPAHANNOCK RIVER, BUOY 8",,,,4,.098,8.15,6.8,,,,mg/L,mg/L,,deg C
21VASWCB-3-RPP025.52,37.7606,-76.6211,"RAPPAHANNOCK RIVER, BUOY 11",,,,1.83,.266,7.95,6.97,,,,mg/L,mg/L,,deg C
21VASWCB-3-RPP031.57,37.8083,-76.7133,N 16-VIMS SLACK WATER STATION-(CO. OF RI,,,,15,.15,8.05,7.33,,,,mg/L,mg/L,,deg C
21VASWCB-3-RPP042.12,37.92,-76.8217,BUOY R29,,,,71,.56,7.96,7.11,,,,mg/L,mg/L,,deg C
21VASWCB-3-RPP051.01,38.0186,-76.9083,Rappahannock River at Buoy N 40,,,,27,6,7.41,6.48,,,,mg/L,ug,,deg C
21VASWCB-3-RPP064.40,38.1129,-77.0555,(TF3.2A) BLIND POINT,,,,36,1.062,7,7.24,,,,mg/L,mg/L,,deg C
21VASWCB-3-RPP080.19,38.1747,-77.1866,100 YDS DOWNSTREAM 301 BRIDGE @ PT ROYAL,,,,21,.079,7.08,6.77,,,,mg/L,mg/L,,deg C
21VASWCB-3-RPP091.55,38.2462,-77.2334,Near Hop Yard Bar,,,,11,.078,7.16,8.27,,,,mg/L,mg/L,,deg C
21VASWCB-3-RPP098.81,38.2447,-77.3251,Near Hayfield Bar,,,,6,.06,7.15,6.76,,,,mg/L,mg/L,,deg C
21VASWCB-3-RPP106.01,38.2695,-77.429,Upstream Fedricksburg Country Club,,,,2,1.11,7.4,4.86,,,,mg/L,mg/L,,deg C
21VASWCB-3-RPP110.57,38.3198,-77.4713,Rt. # 1  (Jefferson Davis Hwy),,,,13,1.03,7.14,9.23,,,,mg/L,mg/L,,deg C
21VASWCB-3-RPP113.37,38.3093,-77.5293,USGS cableway,,,,2,.06,7.39,3.93,,,,mg/L,mg/L,,deg C
21VASWCB-3-RPP147.49,38.5289,-77.8203,Rt. # 29  (James Madison Hwy),,,,32.2,.84,7.15,3.98,,,,mg/L,mg/L,,deg C
21VASWCB-3-RPP170.36,38.7193,-78.0069,Rt. # 645 (Tapps Ford Rd),,,,,.5,7.88,19.67,,,,,mg/L,,deg C
21VASWCB-3-RPP175.51,38.7593,-78.0281,Rt. # 647  (Crest Hill Rd),,,,1.17,.73,7.62,5.12,,,,mg/L,mg/L,,deg C
21VASWCB-3-RPR000.68,38.3365,-77.5488,Near spillway Lake Mooney,,,,,.48,6.96,13.83,,,,,mg/L,,deg C
21VASWCB-3-RUS006.49,38.7193,-78.1567,Rt. # 628  (Fodderstack Rd),,,,,.33,8.93,13.52,,,,,mg/L,,deg C
21VASWCB-3-SOT001.00,38.2917,-78.3725,Rt. # 619  (Dundee Rd),,,,,.44,7.71,18.09,,,,,mg/L,,deg C
21VASWCB-3-STE000.69,37.5638,-76.3391,Sturgeon Creek near Deltaville,,,,24,.356,8.01,27.52,,,,mg/L,mg/L,,deg C
21VASWCB-3-THO006.50,38.6281,-78.0633,Rt. # 729  (Richmond Rd),,,,2,.54,7.33,5.14,,,,mg/L,mg/L,,deg C
21VASWCB-3-THO014.37,38.6543,-78.1311,Rt. # 626  (Wharton Hollow Rd),,,,1.17,.44,7.68,5.63,,,,mg/L,mg/L,,deg C
21VASWCB-3-THO022.27,38.6572,-78.2161,Above confl. w/ N. Fk. Thornton River,,,,,,7.57,10.72,,,,,,,deg C
21VASWCB-3-THU004.69,38.7661,-77.9768,Rt. # 688  (Leeds Manor Rd),,,,1.17,1.16,7.58,5.15,,,,mg/L,mg/L,,deg C
21VASWCB-3-TOT005.11,37.9233,-76.7211,RT. 3 BRIDGE AT TOTUSKEY BRIDGE,,,,11,.77,7.61,9.23,,,,mg/L,mg/L,,deg C
21VASWCB-3-URB001.00,37.6324,-76.5721,"URBANNA CR, RT. 602/227 BRIDGE",,,,3,.35,8.08,12.97,,,,mg/L,mg/L,,deg C
21VASWCB-3-WAF000.72,38.598,-77.963,Rt. 611  (Waterford Rd),,,,,.71,7.77,9.54,,,,,mg/L,,deg C
21VASWCB-3-WAR001.81,37.9988,-76.8794,Waterview Cr at Waterview Rd.,,,,,,6.06,3.08,,,,,,,deg C
21VASWCB-3-WHO001.51,38.3933,-78.2542,just upstream from Rt. 231,,,,,,7.07,15.32,,,,,,,deg C
21VASWCB-3-WHT000.35,38.2631,-77.3514,Rt. # 601 (downstream crossing),,,,,.82,7.49,4.11,,,,,mg/L,,deg C
21VASWCB-3-WIL004.00,38.3252,-77.7262,Rt. # 3  (Plank Rd),,,,,,7.35,10.2,,,,,,,deg C
21VASWCB-3-XHL000.96,37.8984,-76.5655,UT to Bookers Mill Stream at Rt. 603,,,,,,5.86,6.33,,,,,,,deg C
21VASWCB-3-XIQ000.45,38.2247,-78.2672,~1.2 miles upstream Rt 609,,,,90.9,.16,7.22,14.6,,,,%,mg/L,,deg C
21VASWCB-3-XIR000.85,38.2708,-78.1186,~0.2 miles u.s. from Rt. 634,,,,7.03,.71,7.71,15.04,,,,mg/L,mg/L,,deg C
21VASWCB-4AACC002.60,37.0322,-78.5642,STA 1 - RT. 654 BRIDGE,,,,,.26,7.52,12.94,,,,,mg/L,,deg C
21VASWCB-4AALN009.12,36.6661,-78.3181,RT. 678 BRIDGE,,,,3,.22,7.07,4.06,,,,mg/L,mg/L,,deg C
21VASWCB-4ABAA000.03,37.2258,-79.8483,END RT. 618 CONFL. WITH ROANOKE RIVER,,,,,.46,7.74,3.26,,,,,mg/L,,deg C
21VASWCB-4ABAN005.58,36.7456,-78.8419,ROUTE 360 BRIDGE NE OF S BOSTON,,,,14,1.6,7.36,7.36,,,,mg/L,mg/L,,deg C
21VASWCB-4ABAN023.28,36.8404,-79.0257,RT. 642 BRIDGE,,,,,.62,7.3,5.74,,,,,mg/L,,deg C
21VASWCB-4ABAN039.76,36.9114,-79.1831,"Banister R @Rt 640 BRIDGE, Riceville Rd",,,,4,.72,7.55,5.94,,,,mg/L,mg/L,,deg C
21VASWCB-4ABAU011.17,36.7815,-79.8345,Off Rt. 922 upstream of Rt. 657 crossing,,,,1.06,,7.21,15.01,,,,mg/L,,,deg C
21VASWCB-4ABDA004.14,37.2246,-79.7561,Rt. 757 Bridge,,,,,.62,7.2,5.27,,,,,mg/L,,deg C
21VASWCB-4ABDR000.03,36.584,-80.383,Upstr of Orchard Loop,,,,,.22,,,,,,,mg/L,,
21VASWCB-4ABEE000.80,36.5436,-78.6244,RT. 727 BRIDGE,,,,,.47,7.06,5.54,,,,,mg/L,,deg C
21VASWCB-4ABHB004.40,36.6492,-78.4413,"S of Rt. 58, Rudd Branch Confluence",,,,,.46,8.15,19.95,,,,,mg/L,,deg C
21VASWCB-4ABIR001.00,36.6722,-79.0609,RT. 659 BRIDGE,,,,,.44,7.08,4.96,,,,,mg/L,,deg C
21VASWCB-4ABLU002.02,36.6036,-78.8256,Big Bluewing Cr @ Rt. 602,,,,,.42,7.09,5.41,,,,,mg/L,,deg C
21VASWCB-4ABMA002.00,36.6403,-78.6486,RT. 58 BRIDGE,,,,18,.85,6.75,6.79,,,,mg/L,mg/L,,deg C
21VASWCB-4ABNR000.40,37.0304,-80.0262,Rt 740 Bridge,,,,3,.88,7.81,6.28,,,,mg/L,mg/L,,deg C
21VASWCB-4ABOR000.62,37.1389,-79.2442,ROUTE 712 BRIDGE,,,,8,.6,7.49,8.65,,,,mg/L,mg/L,,deg C
21VASWCB-4ABOR030.56,37.3747,-79.4256,Along Rt. 637,,,,,.48,7.53,7.19,,,,,mg/L,,deg C
21VASWCB-4ABRY000.42,36.7498,-79.9857,Am. Legion Bridge off Rt. 698,,,,,,7.29,5.42,,,,,,,deg C
21VASWCB-4ABSA000.62,37.0278,-79.6333,Mouth of Bull Run,,,,,.42,8.3,15.7,,,,,mg/L,,deg C
21VASWCB-4ABSF001.15,37.0132,-80.0341,RT. 641 BRIDGE,,,,3,.97,7.97,6.46,,,,mg/L,mg/L,,deg C
21VASWCB-4ABST001.13,36.6642,-78.5719,STA 324 BL - RT. 15 BRIDGE KERR RESERVOI,,,,,.44,8.11,19.95,,,,,mg/L,,deg C
21VASWCB-4ABST011.48,36.7542,-78.6079,Bluestone Creek at Rt. 610 (Carrington),,,,,.44,7.28,10.89,,,,,mg/L,,deg C
21VASWCB-4ABTM000.04,37.1017,-80.2194,Rt. 637 Bridge,,,,,.25,7.7,8.91,,,,,mg/L,,deg C
21VASWCB-4ABUB000.06,37.2033,-78.7347,Big Cub Creek @ Rt. 701,,,,,.27,7.29,12.94,,,,,mg/L,,deg C
21VASWCB-4ABWA002.00,37.252,-79.3243,Below Rt. 24 Bridge,,,,,.9,7.42,5.92,,,,,mg/L,,deg C
21VASWCB-4ABWC002.78,36.8666,-78.7321,Black Walnut Ck upstream of Rte 778,,,,28.3,,6.63,14.96,,,,mg/L,,,deg C
21VASWCB-4ABWR002.50,37.0389,-79.6153,Lower Blackwater River - SML,,,,,.46,8.31,16.27,,,,,mg/L,,deg C
21VASWCB-4ABWR010.55,37.0403,-79.7028,Middle Blackwater River - SML,,,,,.48,8.77,17.47,,,,,mg/L,,deg C
21VASWCB-4ABWR017.42,37.0631,-79.7444,Upper Blackwater River - SML,,,,,.73,7.51,19,,,,,mg/L,,deg C
21VASWCB-4ABWR019.75,37.0561,-79.7594,Rt. 834 Bridge (DGIF ramp),,,,3,1.16,7.43,3.87,,,,mg/L,mg/L,,deg C
21VASWCB-4ABWR028.90,37.0556,-79.8255,"Below Maple Branch, below MVP crossing",,,,,,7.36,18.59,,,,,,,deg C
21VASWCB-4ABWR045.80,37.0341,-79.9091,Rt. 812 Bridge,,,,11,1.14,7.92,5.61,,,,mg/L,mg/L,,deg C
21VASWCB-4ABWR054.81,37.0185,-79.9616,Rt. 734 Bride,,,,5,1.05,7.98,6.48,,,,mg/L,mg/L,,deg C
21VASWCB-4ABWR061.20,37.0248,-80.0232,Rt. 641 Bridge,,,,3,.98,7.91,6.37,,,,mg/L,mg/L,,deg C
21VASWCB-4ACAN000.80,36.5406,-79.2633,Cane Cr. @ Cedar Rd (NC RTE 1530),,,,,.44,7.47,11.97,,,,,mg/L,,deg C
21VASWCB-4ACAN004.98,36.5702,-79.3048,Cane Creek @ Clarks Mill Rd,,,,,.5,7.3,11.19,,,,,mg/L,,deg C
21VASWCB-4ACAN009.22,36.6149,-79.3279,Cane Ck 0.5 mile DS of Rte 732,,,,7.77,,6.48,11.33,,,,mg/L,,,deg C
21VASWCB-4ACAR001.70,36.7386,-78.6544,Cargills @ Cargills Creek Rd,,,,,.29,7.41,11.22,,,,,mg/L,,deg C
21VASWCB-4ACAS003.45,36.5595,-79.6798,Cascade Cr @ rt 622 (Cascade Road),,,,,.18,7.55,11.58,,,,,mg/L,,deg C
21VASWCB-4ACCK001.80,37.0628,-79.5685,Mouth Craddock Cr. - SML,,,,,.38,8.34,22.02,,,,,mg/L,,deg C
21VASWCB-4ACCK004.26,37.0931,-79.5794,Surry Dr. Bridge,,,,,.37,7.29,6.86,,,,,mg/L,,deg C
21VASWCB-4ACLB001.00,36.5914,-78.8986,Coleman Cr @ rt 501,,,,,.5,7.03,4.95,,,,,mg/L,,deg C
21VASWCB-4ACNT001.32,36.9258,-79.7506,RT. 715 BRIDGE,,,,,.35,7.59,5.71,,,,,mg/L,,deg C
21VASWCB-4ACOA000.60,37.0231,-79.6022,Cool Branch - SML,,,,,.44,8.08,17.12,,,,,mg/L,,deg C
21VASWCB-4ACOQ000.51,36.5599,-79.1767,Cocquade Ck @ Rte 693 Pointer Rd,,,,,.41,6.91,10.72,,,,,mg/L,,deg C
21VASWCB-4ACRE002.52,37.0081,-78.9233,CHILDREY CR RT. 632 BRIDGE,,,,,.24,7.29,10.88,,,,,mg/L,,deg C
21VASWCB-4ACRR008.32,36.8514,-79.4314,STATION #1 AT DAM - PITTSYLVANIA COUNTY,,,,,,8.72,16.69,,,,,,,deg C
21VASWCB-4ACRR008.37,36.8519,-79.4321,Cherrystone Lake access point,,,,,,7.59,24.66,,,,,,,deg C
21VASWCB-4ACRV006.19,37.3696,-79.9585,Carvins Cove Res. at Dam,,,,,,7.83,11.8,,,,,,,deg C
21VASWCB-4ACUB002.05,36.996,-78.7831,Cub Ck 0.15mi DS of Rte 649,,,,9.13,,7.17,14.17,,,,mg/L,,,deg C
21VASWCB-4ACUB010.96,37.0793,-78.7637,ROUTE 40 BRIDGE - CHARLOTTE COUNTY,,,,6,.39,7.21,9.61,,,,mg/L,mg/L,,deg C
21VASWCB-4ADAN001.18,36.6904,-78.6693,Dan River/Kerr Reservoir near State Park,,,,,,7.45,25.14,,,,,,,deg C
21VASWCB-4ADAN015.30,36.6939,-78.9007,RT. 501 Below South Boston,,,,16,.58,7.36,5.88,,,,mg/L,mg/L,,deg C
21VASWCB-4ADAN028.90,36.6425,-79.0897,RT. 658 AT PACES,,,,12,.56,7.4,5.56,,,,mg/L,mg/L,,deg C
21VASWCB-4ADAN042.80,36.5409,-79.2144,RT. 62 AT VA. - N.C. STATE LINE,,,,,,7.44,22.46,,,,,,,deg C
21VASWCB-4ADAN052.99,36.5586,-79.3567,STA. #10 AT DGIF BOAT RAMP BELOW DANVILL,,,,,,7.79,23.36,,,,,,,deg C
21VASWCB-4ADAN059.97,36.5759,-79.4339,Dan R 0.13 miles US of Schoolfield Dam,,,,,,7.39,22.41,,,,,,,deg C
21VASWCB-4ADAN075.22,36.5417,-79.6052,RT. 880 BRIDGE AT STATE LINE,,,,7,.39,7.42,12.07,,,,mg/L,mg/L,,deg C
21VASWCB-4ADAN169.57,36.5542,-80.4287,Rt. 645 Bridge - Patrick Co.,,,,,.79,7.09,4.62,,,,,mg/L,,deg C
21VASWCB-4ADAN181.10,36.6345,-80.4554,RT. 648 BRIDGE NEAR KIBLER(KIBLER VALLEY,,,,,.97,,,,,,,mg/L,,
21VASWCB-4ADEL001.35,36.711,-79.9228,Off Rt 809,,,,.98,,,,,,,mg/L,,,
21VASWCB-4AEKH003.68,36.8697,-79.1509,"Elkhorn Cr @ rt 680, Church Rd",,,,,.34,7.07,7.99,,,,,mg/L,,deg C
21VASWCB-4AELK005.44,36.5571,-80.3331,Rt. 661 Bridge,,,,,,6.95,5.35,,,,,,,deg C
21VASWCB-4AELS003.79,37.1723,-79.1043,East Little Seneca Creek @ Rte 698.,,,,,,7.43,12.79,,,,,,,deg C
21VASWCB-4AELT000.86,37.1189,-80.2764,ROUTE 639 AT BRIDGE,,,,,.94,8.37,9.73,,,,,mg/L,,deg C
21VASWCB-4AENT001.64,37.1458,-78.895,Entry Cr @ rt 601,,,,,.61,6.53,8.15,,,,,mg/L,,deg C
21VASWCB-4AFAL000.92,36.5925,-79.3782,"Fall Creek near E. Thomas St. (Rt. 655),",,,,,.42,7.65,11.63,,,,,mg/L,,deg C
21VASWCB-4AFCA010.95,37.2939,-79.2097,Flat Cr @ RT 622 bridge,,,,,.41,7.98,12.98,,,,,mg/L,,deg C
21VASWCB-4AFLT002.60,36.6317,-78.1717,Flat Creek @ rt 630 bridge(Belfield Rd.),,,,4,.75,7.05,4.3,,,,mg/L,mg/L,,deg C
21VASWCB-4AFRV003.07,37.0539,-78.9356,Falling River @ Rt 40,,,,,.38,7.37,9.24,,,,,mg/L,,deg C
21VASWCB-4AFRV010.99,37.1267,-78.96,NARUNA GAGE RT. 643,,,,6,.41,7.3,9.26,,,,mg/L,mg/L,,deg C
21VASWCB-4AFRV021.87,37.2371,-78.9368,Rt 604 Bridge,,,,,.38,7.34,12.22,,,,,mg/L,,deg C
21VASWCB-4AFRV032.65,37.3266,-78.8702,Falling River @ Rte 643,,,,,.64,6.96,8.46,,,,,mg/L,,deg C
21VASWCB-4AFSF004.56,37.2269,-78.9897,RT 604,,,,,.28,7.21,9.12,,,,,mg/L,,deg C
21VASWCB-4AGEO006.73,36.9363,-79.3116,georges cr @ rt 40,,,,,.58,7.02,9.43,,,,,mg/L,,deg C
21VASWCB-4AGIB000.66,36.7175,-78.8,Gibson Cr @ Wolftrap Rd.,,,,,,6.78,9.82,,,,,,,deg C
21VASWCB-4AGIL002.39,37.0653,-79.6875,Gills Creek - SML,,,,,.38,8.47,17.49,,,,,mg/L,,deg C
21VASWCB-4AGIL004.46,37.0797,-79.7022,RT. 668 BRIDGE,,,,4,.75,7.32,3.8,,,,mg/L,mg/L,,deg C
21VASWCB-4AGLA000.20,37.279,-79.9069,WALNUT AVENUE BRIDGE,,,,,,8.14,5.72,,,,,,,deg C
21VASWCB-4AGOB000.96,36.8089,-80.0769,Goblintown Creek - Philpott Res.,,,,,.14,7.92,14.08,,,,,mg/L,,deg C
21VASWCB-4AGOB005.18,36.7936,-80.1201,RT. 623 BRIDGE NEAR FAIRYSTONE STATE PAR,,,,,.14,7.68,3.62,,,,,mg/L,,deg C
21VASWCB-4AGRB001.72,36.8099,-79.4288,Green Rock Br W of Concord Rd near Chath,,,,4.32,,6.47,15.79,,,,mg/L,,,deg C
21VASWCB-4AGRT003.82,36.5931,-78.0908,"GREAT CREEK, RT. 619 BRIDGE",,,,,.36,7.04,5,,,,,mg/L,,deg C
21VASWCB-4AGSE013.45,37.1686,-79.518,HEADENS BRIDGE RD RT 732,,,,3,.49,7.74,4.68,,,,mg/L,mg/L,,deg C
21VASWCB-4AGSE015.67,37.1752,-79.5434,"Off of Stone Mtn Rd, East of Moneta",,,,6.63,,7.58,17.8,,,,mg/L,,,deg C
21VASWCB-4AGSE037.78,37.3342,-79.6586,RT. 755 BRIDGE (BEDFORD COUNTY),,,,,.39,8.58,7.77,,,,,mg/L,,deg C
21VASWCB-4AGSS003.46,36.7363,-80.096,Upstr of Egg Farm Rd,,,,.81,.16,6.28,15.9,,,,mg/L,mg/L,,deg C
21VASWCB-4AGSY001.30,36.6764,-78.8268,Grassy @ rt 58,,,,,,7.55,9.9,,,,,,,deg C
21VASWCB-4AGSY004.60,36.6497,-78.8706,Grassy Cr @ rt 744,,,,,,7.37,11.64,,,,,,,deg C
21VASWCB-4AHPN001.62,36.9282,-79.5254,Rt. 785 Bridge,,,,18,1.87,7.09,6.55,,,,mg/L,mg/L,,deg C
21VASWCB-4AHRN004.93,36.6316,-80.0052,RT. 695 BRIDGE,,,,,.41,7.03,6.09,,,,,mg/L,,deg C
21VASWCB-4AHYC002.70,36.6676,-78.7554,RT. 58 BRIDGE NEAR ENTRANCE TO KERR LAKE,,,,,,7.28,7.18,,,,,,,deg C
21VASWCB-4AHYC016.70,36.588,-78.8979,RT. 501 S OF SOUTH BOSTON,,,,8,.69,7.21,5.39,,,,mg/L,mg/L,,deg C
21VASWCB-4AKTS000.89,36.7749,-78.958,"Ball Park Loop Bridge, Halifax Co.",,,,,.33,7.2,9.46,,,,,mg/L,,deg C
21VASWCB-4ALDR004.50,36.5841,-80.3837,RT. 645 BRIDGE (OLD ORCHARD LOOP),,,,4,.2,,,,,,mg/L,mg/L,,
21VASWCB-4ALLE005.22,37.0609,-79.9409,Rt. 697 Bridge,,,,2,1.06,7.98,5.69,,,,mg/L,mg/L,,deg C
21VASWCB-4ALNE006.56,36.7311,-78.5386,"RT. 49 BRIDGE, lil bluestone cr",,,,2,.8,7.18,11.54,,,,mg/L,mg/L,,deg C
21VASWCB-4ALOR014.75,37.3333,-79.4646,RT. 718 BR ABOVE BEDFORD STP OUTFALL,,,,6,1.02,7.53,7.19,,,,mg/L,mg/L,,deg C
21VASWCB-4ALRV005.17,37.1306,-78.9144,Little Falling River at Rt. 618 bridge,,,,,.53,7.26,10.43,,,,,mg/L,,deg C
21VASWCB-4ALVL001.11,37.1836,-79.7653,RT. 676 BRIDGE,,,,,.28,7.01,2.62,,,,,mg/L,,deg C
21VASWCB-4ALWD002.54,36.6363,-79.7916,Rt. 650 Bridge,,,,,,7.35,7.98,,,,,,,deg C
21VASWCB-4ALWD011.03,36.6956,-79.7585,Rt 648 Bridge,,,,,.32,7.14,9.09,,,,,mg/L,,deg C
21VASWCB-4ALYT003.77,36.7318,-78.3233,"LAYTONS CREEK, RT. 671 BRIDGE",,,,2,.46,7.11,3.75,,,,mg/L,mg/L,,deg C
21VASWCB-4AMAB001.66,36.7082,-80.4432,Upstream of Mayberry Church Rd,,,,,,6.83,13.82,,,,,,,deg C
21VASWCB-4AMAB002.58,36.7154,-80.4571,Below Mountain Meadow Farm,,,,,,6.67,15.66,,,,,,,deg C
21VASWCB-4AMDL000.34,37.2624,-79.9994,Downstream of Brambleton Ave. behind She,,,,,,7.75,6.57,,,,,,,deg C
21VASWCB-4AMEE004.90,37.0931,-79.8356,Rt. 697 Bridge,,,,2,.96,7.43,4.88,,,,mg/L,mg/L,,deg C
21VASWCB-4AMES004.78,36.6536,-78.225,"MILES CREEK, RT. 663 BRIDGE",,,,,.97,6.98,6.27,,,,,mg/L,,deg C
21VASWCB-4AMEY000.40,37.1706,-78.9725,Mollys Creek at Rt. 648,,,,,.91,7.38,9.44,,,,,mg/L,,deg C
21VASWCB-4AMEY012.98,37.2137,-79.0705,Molly Creek @ Rte 607 Winfall Rd,,,,38.2,,7.7,7.17,,,,%,,,deg C
